Experience,Rho_max,Packet_generation,Nodes,PathLoss,Packet_Sent,Packet_Loss,Collisions,Energy,DER,Mathematical-Model,Error,SF7,SF8,SF9,SF10,SF11,SF12,DSF7,DSF8,DSF9,DSF10,DSF11,DSF12
1,0.5,600,2000,6,24482,0,2043,0.3425096970239983,91.65509353810964,77.62746362040693,14.027629917702711,0.10155392,0.04288,0.2078941866666666,0.0,0.0,0.0,1077,250,673,0,0,0
1,0.5,600,2000,6,24070,0,2056,0.22537953945600092,91.45824678022436,77.62746362040693,13.830783159817429,0.10155392000000002,0.04288,0.20789418666666665,0.0,0.0,0.0,1077,250,673,0,0,0
